,Region,Asalariados,Percepciones por persona,Salarios,Salario Medio Anual,year,smi
3216,Total,78689,1.2,8871863626,112746,2020,7.5-10
3217,Andalucía,6061,1.19,676067961,111544,2020,7.5-10
3218,Aragón,1447,1.2,163077920,112701,2020,7.5-10
3219,"Asturias, Principado de",1090,1.13,121885870,111822,2020,7.5-10
3220,"Balears,Illes",1541,1.25,172923887,112215,2020,7.5-10
3221,Canarias,1783,1.18,198855722,111529,2020,7.5-10
3222,Cantabria,553,1.25,62032823,112175,2020,7.5-10
3223,Castilla y León,2718,1.29,304082373,111877,2020,7.5-10
3224,Castilla - La Mancha,1615,1.25,180775174,111935,2020,7.5-10
3225,Cataluña,20590,1.23,2325119818,112925,2020,7.5-10
3226,Comunitat Valenciana,6115,1.25,687767735,112472,2020,7.5-10
3227,Extremadura,494,1.24,54698121,110725,2020,7.5-10
3228,Galicia,2565,1.25,288634432,112528,2020,7.5-10
3229,"Madrid, Comunidad de",30246,1.15,3427440939,113319,2020,7.5-10
3230,"Murcia, Región de",1393,1.27,154963198,111244,2020,7.5-10
3231,"Rioja, La",286,1.13,32200109,112588,2020,7.5-10
3232,Total,62774,1.19,15719355080,250412,2020,>10
3233,Andalucía,3127,1.21,790049742,252654,2020,>10
3234,Aragón,912,1.22,201732191,221198,2020,>10
3235,"Asturias, Principado de",556,1.19,116032694,208692,2020,>10
3236,"Balears,Illes",950,1.28,204355084,215111,2020,>10
3237,Canarias,882,1.18,178243933,202091,2020,>10
3238,Cantabria,301,1.26,63266526,210188,2020,>10
3239,Castilla y León,1044,1.25,230493505,220779,2020,>10
3240,Castilla - La Mancha,734,1.21,141310738,192521,2020,>10
3241,Cataluña,15559,1.2,3576869508,229891,2020,>10
3242,Comunitat Valenciana,3460,1.28,865069902,250020,2020,>10
3243,Extremadura,188,1.16,35373381,188156,2020,>10
3244,Galicia,1845,1.18,510454983,276669,2020,>10
3245,"Madrid, Comunidad de",32441,1.15,8644305335,266462,2020,>10
3246,"Murcia, Región de",570,1.4,121463184,213093,2020,>10
3247,"Rioja, La",162,1.2,32537411,200848,2020,>10
3248,Total,18974247,1.37,408307759112,21519,2021,Total
3249,Andalucía,3474486,1.49,60692513346,17468,2021,Total
3250,Aragón,595062,1.34,12911532926,21698,2021,Total
3251,"Asturias, Principado de",377714,1.28,8417782746,22286,2021,Total
3252,"Balears,Illes",515198,1.3,10196485551,19791,2021,Total
3253,Canarias,874323,1.28,15672283925,17925,2021,Total
3254,Cantabria,229711,1.29,4799331434,20893,2021,Total
3255,Castilla y León,966957,1.31,20043717925,20729,2021,Total
3256,Castilla - La Mancha,879207,1.4,16898078522,19220,2021,Total
3257,Cataluña,3508310,1.34,84787251231,24168,2021,Total
3258,Comunitat Valenciana,2117662,1.37,41715914398,19699,2021,Total
3259,Extremadura,436544,1.53,7170953717,16427,2021,Total
3260,Galicia,1042813,1.29,21676120957,20786,2021,Total
3261,"Madrid, Comunidad de",3109775,1.32,87015311365,27981,2021,Total
3262,"Murcia, Región de",652623,1.44,12201334022,18696,2021,Total
3263,"Rioja, La",129517,1.35,2634517869,20341,2021,Total
3264,Total,4029270,1.57,11619692786,2884,2021,0-0.5
3265,Andalucía,1001944,1.8,2824370267,2819,2021,0-0.5
3266,Aragón,102599,1.52,302830764,2952,2021,0-0.5
3267,"Asturias, Principado de",66835,1.42,194751403,2914,2021,0-0.5
3268,"Balears,Illes",99130,1.36,316654444,3194,2021,0-0.5
3269,Canarias,213276,1.36,652053898,3057,2021,0-0.5
3270,Cantabria,44280,1.42,131371979,2967,2021,0-0.5
3271,Castilla y León,180863,1.46,517813629,2863,2021,0-0.5
3272,Castilla - La Mancha,192501,1.63,537048491,2790,2021,0-0.5
3273,Cataluña,644089,1.44,1891400848,2937,2021,0-0.5
3274,Comunitat Valenciana,472866,1.48,1334694846,2823,2021,0-0.5
3275,Extremadura,130448,1.88,383648591,2941,2021,0-0.5
3276,Galicia,184668,1.44,540022409,2924,2021,0-0.5
3277,"Madrid, Comunidad de",514439,1.47,1467253853,2852,2021,0-0.5
3278,"Murcia, Región de",140633,1.63,416165968,2959,2021,0-0.5
3279,"Rioja, La",26222,1.59,70752678,2698,2021,0-0.5
3280,Total,3331764,1.63,33575436121,10077,2021,0.5-1
3281,Andalucía,702596,1.75,7009788024,9977,2021,0.5-1
3282,Aragón,92441,1.69,933864054,10102,2021,0.5-1
3283,"Asturias, Principado de",61750,1.48,623241281,10093,2021,0.5-1
3284,"Balears,Illes",119192,1.43,1197613123,10048,2021,0.5-1
3285,Canarias,195928,1.43,1980057359,10106,2021,0.5-1
3286,Cantabria,40503,1.51,409337451,10106,2021,0.5-1
3287,Castilla y León,163025,1.55,1647166334,10104,2021,0.5-1
3288,Castilla - La Mancha,147491,1.73,1486448117,10078,2021,0.5-1
3289,Cataluña,535597,1.62,5404497065,10091,2021,0.5-1
3290,Comunitat Valenciana,396750,1.67,3993592188,10066,2021,0.5-1
3291,Extremadura,82295,1.82,817554221,9934,2021,0.5-1
3292,Galicia,184686,1.5,1883578992,10199,2021,0.5-1
3293,"Madrid, Comunidad de",438114,1.59,4449428102,10156,2021,0.5-1
3294,"Murcia, Región de",139842,1.77,1423948805,10183,2021,0.5-1
3295,"Rioja, La",21406,1.62,217055822,10140,2021,0.5-1
3296,Total,3799630,1.32,63087358321,16604,2021,1-1.5
3297,Andalucía,652339,1.33,10751498309,16481,2021,1-1.5
3298,Aragón,125831,1.33,2113028592,16793,2021,1-1.5
3299,"Asturias, Principado de",73128,1.26,1203887413,16463,2021,1-1.5
3300,"Balears,Illes",108965,1.3,1811505393,16625,2021,1-1.5
3301,Canarias,192194,1.23,3145642073,16367,2021,1-1.5
3302,Cantabria,47989,1.27,799565400,16661,2021,1-1.5
3303,Castilla y León,215958,1.28,3613590171,16733,2021,1-1.5
3304,Castilla - La Mancha,206278,1.33,3449032284,16720,2021,1-1.5
3305,Cataluña,618979,1.38,10298941433,16639,2021,1-1.5
3306,Comunitat Valenciana,449900,1.34,7493337566,16656,2021,1-1.5
3307,Extremadura,93223,1.3,1539797160,16517,2021,1-1.5
3308,Galicia,249151,1.25,4152140224,16665,2021,1-1.5
3309,"Madrid, Comunidad de",582360,1.32,9680395081,16623,2021,1-1.5
3310,"Murcia, Región de",147308,1.37,2433513317,16520,2021,1-1.5
3311,"Rioja, La",26683,1.3,445314341,16689,2021,1-1.5
3312,Total,2665806,1.2,61588127910,23103,2021,1.5-2
3313,Andalucía,401924,1.18,9240621320,22991,2021,1.5-2
3314,Aragón,103582,1.19,2396816549,23139,2021,1.5-2
3315,"Asturias, Principado de",60544,1.23,1400911124,23139,2021,1.5-2
3316,"Balears,Illes",70882,1.21,1632029893,23025,2021,1.5-2
3317,Canarias,95840,1.16,2213048544,23091,2021,1.5-2
3318,Cantabria,35770,1.16,820970466,22951,2021,1.5-2
3319,Castilla y León,151096,1.17,3482452893,23048,2021,1.5-2
3320,Castilla - La Mancha,134041,1.2,3085498119,23019,2021,1.5-2
3321,Cataluña,553562,1.23,12889364734,23284,2021,1.5-2
3322,Comunitat Valenciana,295875,1.19,6822366734,23058,2021,1.5-2
3323,Extremadura,51539,1.19,1184798145,22988,2021,1.5-2
3324,Galicia,165331,1.17,3800847956,22989,2021,1.5-2
3325,"Madrid, Comunidad de",427596,1.22,9894232034,23139,2021,1.5-2
3326,"Murcia, Región de",87531,1.18,2012894223,22996,2021,1.5-2
3327,"Rioja, La",22308,1.16,515163014,23093,2021,1.5-2
3328,Total,1588236,1.16,47465908154,29886,2021,2-2.5
3329,Andalucía,222956,1.14,6685912503,29988,2021,2-2.5
3330,Aragón,63785,1.14,1903571290,29844,2021,2-2.5
3331,"Asturias, Principado de",36338,1.17,1086248888,29893,2021,2-2.5
3332,"Balears,Illes",36290,1.18,1082034086,29816,2021,2-2.5
3333,Canarias,55660,1.13,1659022279,29806,2021,2-2.5
3334,Cantabria,18999,1.14,568770016,29937,2021,2-2.5
3335,Castilla y León,87079,1.14,2603057489,29893,2021,2-2.5
3336,Castilla - La Mancha,67029,1.16,1995601486,29772,2021,2-2.5
3337,Cataluña,366261,1.18,10927180426,29834,2021,2-2.5
3338,Comunitat Valenciana,166393,1.16,4972886829,29886,2021,2-2.5
3339,Extremadura,25951,1.15,775493711,29883,2021,2-2.5
3340,Galicia,84634,1.15,2526686970,29854,2021,2-2.5
3341,"Madrid, Comunidad de",294346,1.2,8816765720,29954,2021,2-2.5
3342,"Murcia, Región de",45266,1.15,1349525914,29813,2021,2-2.5
3343,"Rioja, La",11800,1.13,352308407,29857,2021,2-2.5
3344,Total,1247801,1.15,45635733205,36573,2021,2.5-3
3345,Andalucía,200236,1.12,7310116695,36508,2021,2.5-3
3346,Aragón,43813,1.13,1598506779,36485,2021,2.5-3
3347,"Asturias, Principado de",29401,1.12,1075849491,36592,2021,2.5-3
3348,"Balears,Illes",28891,1.15,1060201110,36697,2021,2.5-3
3349,Canarias,43986,1.13,1619073226,36809,2021,2.5-3
3350,Cantabria,16596,1.1,607671384,36616,2021,2.5-3
3351,Castilla y León,69230,1.13,2533706583,36598,2021,2.5-3
3352,Castilla - La Mancha,52576,1.14,1926485754,36642,2021,2.5-3
3353,Cataluña,253246,1.17,9263001775,36577,2021,2.5-3
3354,Comunitat Valenciana,130037,1.14,4741874880,36466,2021,2.5-3
3355,Extremadura,24355,1.12,891178590,36591,2021,2.5-3
3356,Galicia,68971,1.13,2519635329,36532,2021,2.5-3
3357,"Madrid, Comunidad de",239469,1.19,8768379058,36616,2021,2.5-3
3358,"Murcia, Región de",34195,1.12,1252006713,36614,2021,2.5-3
3359,"Rioja, La",8499,1.11,310090349,36486,2021,2.5-3
3360,Total,805883,1.15,34802894237,43186,2021,3-3.5
3361,Andalucía,116645,1.13,5026930067,43096,2021,3-3.5
3362,Aragón,23829,1.14,1027513188,43120,2021,3-3.5
3363,"Asturias, Principado de",19487,1.09,840217680,43117,2021,3-3.5
3364,"Balears,Illes",19649,1.16,848255335,43170,2021,3-3.5
3365,Canarias,31149,1.11,1343801085,43141,2021,3-3.5
3366,Cantabria,10090,1.11,436339639,43245,2021,3-3.5
3367,Castilla y León,40833,1.15,1759971507,43102,2021,3-3.5
3368,Castilla - La Mancha,33036,1.14,1426951637,43194,2021,3-3.5
3369,Cataluña,178489,1.15,7718565071,43244,2021,3-3.5
3370,Comunitat Valenciana,78355,1.17,3379134712,43126,2021,3-3.5
3371,Extremadura,13150,1.15,565028641,42968,2021,3-3.5
3372,Galicia,40268,1.15,1738576858,43175,2021,3-3.5
3373,"Madrid, Comunidad de",169468,1.18,7332638569,43269,2021,3-3.5
3374,"Murcia, Región de",22129,1.12,954430470,43130,2021,3-3.5
3375,"Rioja, La",4937,1.14,213395856,43224,2021,3-3.5
3376,Total,467004,1.16,23256033701,49798,2021,3.5-4
3377,Andalucía,58105,1.15,2891089942,49756,2021,3.5-4
3378,Aragón,12809,1.15,637078607,49737,2021,3.5-4
3379,"Asturias, Principado de",10502,1.09,521648166,49671,2021,3.5-4
3380,"Balears,Illes",10486,1.19,521812766,49763,2021,3.5-4
3381,Canarias,16343,1.14,811665964,49664,2021,3.5-4
3382,Cantabria,5424,1.12,269495507,49686,2021,3.5-4
3383,Castilla y León,19972,1.18,992515645,49695,2021,3.5-4
3384,Castilla - La Mancha,17316,1.15,861123518,49730,2021,3.5-4
3385,Cataluña,111853,1.16,5573746572,49831,2021,3.5-4
3386,Comunitat Valenciana,40347,1.19,2007049190,49745,2021,3.5-4
3387,Extremadura,5104,1.19,253398091,49647,2021,3.5-4
3388,Galicia,22337,1.15,1110334178,49708,2021,3.5-4
3389,"Madrid, Comunidad de",117246,1.17,5852025780,49912,2021,3.5-4
3390,"Murcia, Región de",12966,1.13,645242726,49764,2021,3.5-4
3391,"Rioja, La",2594,1.15,128726002,49625,2021,3.5-4
3392,Total,286268,1.17,16213654332,56638,2021,4-4.5
3393,Andalucía,36748,1.15,2082506966,56670,2021,4-4.5
3394,Aragón,8178,1.16,463283050,56650,2021,4-4.5
3395,"Asturias, Principado de",5969,1.11,337872030,56604,2021,4-4.5
3396,"Balears,Illes",6077,1.19,344276624,56652,2021,4-4.5
3397,Canarias,8857,1.15,502169823,56698,2021,4-4.5
3398,Cantabria,2870,1.15,162773718,56716,2021,4-4.5
3399,Castilla y León,12314,1.19,697723836,56661,2021,4-4.5
3400,Castilla - La Mancha,9681,1.18,548123527,56618,2021,4-4.5
3401,Cataluña,65085,1.19,3682772920,56584,2021,4-4.5
3402,Comunitat Valenciana,24244,1.19,1373457868,56651,2021,4-4.5
3403,Extremadura,3299,1.18,186950748,56669,2021,4-4.5
3404,Galicia,12376,1.16,700552307,56606,2021,4-4.5
3405,"Madrid, Comunidad de",80342,1.18,4552423526,56663,2021,4-4.5
3406,"Murcia, Región de",7049,1.15,398737013,56566,2021,4-4.5
3407,"Rioja, La",1470,1.17,83391038,56729,2021,4-4.5
3408,Total,198108,1.17,12536074550,63279,2021,4.5-5
3409,Andalucía,24942,1.14,1577871159,63262,2021,4.5-5
3410,Aragón,5406,1.16,341724400,63212,2021,4.5-5
3411,"Asturias, Principado de",4353,1.11,275495747,63289,2021,4.5-5
3412,"Balears,Illes",4202,1.18,266084670,63323,2021,4.5-5
3413,Canarias,6496,1.13,411207970,63302,2021,4.5-5
3414,Cantabria,2218,1.14,140231550,63224,2021,4.5-5
3415,Castilla y León,8450,1.19,533788842,63170,2021,4.5-5
3416,Castilla - La Mancha,5936,1.19,375151524,63199,2021,4.5-5
3417,Cataluña,44496,1.2,2817349131,63317,2021,4.5-5
3418,Comunitat Valenciana,16821,1.19,1064351273,63275,2021,4.5-5
3419,Extremadura,2180,1.18,137951218,63280,2021,4.5-5
3420,Galicia,8633,1.2,546047709,63251,2021,4.5-5
3421,"Madrid, Comunidad de",57507,1.18,3639999044,63297,2021,4.5-5
3422,"Murcia, Región de",4433,1.16,280284087,63227,2021,4.5-5
3423,"Rioja, La",1132,1.14,71618770,63267,2021,4.5-5
3424,Total,399281,1.2,31636962908,79235,2021,5-7.5
3425,Andalucía,45526,1.16,3597308088,79017,2021,5-7.5
3426,Aragón,10192,1.18,802267306,78715,2021,5-7.5
3427,"Asturias, Principado de",7596,1.13,595870723,78445,2021,5-7.5
3428,"Balears,Illes",8619,1.18,683082530,79253,2021,5-7.5
3429,Canarias,11658,1.16,914891147,78478,2021,5-7.5
3430,Cantabria,4042,1.18,317586257,78572,2021,5-7.5
3431,Castilla y León,14742,1.23,1164484424,78991,2021,5-7.5
3432,Castilla - La Mancha,10735,1.19,847892434,78984,2021,5-7.5
3433,Cataluña,95920,1.22,7627102807,79515,2021,5-7.5
3434,Comunitat Valenciana,35190,1.21,2786050513,79172,2021,5-7.5
3435,Extremadura,4238,1.19,332011954,78342,2021,5-7.5
3436,Galicia,16829,1.23,1328287445,78928,2021,5-7.5
3437,"Madrid, Comunidad de",121647,1.19,9661543857,79423,2021,5-7.5
3438,"Murcia, Región de",8977,1.18,714693244,79614,2021,5-7.5
3439,"Rioja, La",1968,1.15,153932256,78218,2021,5-7.5
3440,Total,85954,1.22,9750023518,113433,2021,7.5-10
3441,Andalucía,6891,1.2,773792050,112290,2021,7.5-10
3442,Aragón,1608,1.21,181914611,113131,2021,7.5-10
3443,"Asturias, Principado de",1152,1.14,129574056,112477,2021,7.5-10
3444,"Balears,Illes",1729,1.25,194969602,112764,2021,7.5-10
3445,Canarias,1979,1.18,222346919,112353,2021,7.5-10
3446,Cantabria,593,1.23,67282117,113461,2021,7.5-10
3447,Castilla y León,2275,1.31,256076971,112561,2021,7.5-10
3448,Castilla - La Mancha,1769,1.27,199367874,112701,2021,7.5-10
3449,Cataluña,23062,1.25,2618414516,113538,2021,7.5-10
3450,Comunitat Valenciana,6883,1.27,777357580,112939,2021,7.5-10
3451,Extremadura,554,1.24,61920970,111771,2021,7.5-10
3452,Galicia,2936,1.23,332321559,113189,2021,7.5-10
3453,"Madrid, Comunidad de",32371,1.19,3693388144,114096,2021,7.5-10
3454,"Murcia, Región de",1630,1.28,182606662,112029,2021,7.5-10
3455,"Rioja, La",318,1.14,35709283,112293,2021,7.5-10
3456,Total,69242,1.21,17139859370,247536,2021,>10
3457,Andalucía,3634,1.24,920707958,253359,2021,>10
3458,Aragón,989,1.21,209133736,211460,2021,>10
3459,"Asturias, Principado de",659,1.21,132214745,200629,2021,>10
3460,"Balears,Illes",1086,1.28,237965976,219122,2021,>10
3461,Canarias,957,1.2,197303638,206169,2021,>10
3462,Cantabria,337,1.25,67935950,201590,2021,>10
3463,Castilla y León,1120,1.27,241369599,215509,2021,>10
3464,Castilla - La Mancha,818,1.31,159353756,194809,2021,>10
3465,Cataluña,17671,1.22,4074913934,230599,2021,>10
3466,Comunitat Valenciana,4001,1.27,969760220,242379,2021,>10
3467,Extremadura,208,1.18,41221678,198181,2021,>10
3468,Galicia,1993,1.19,497089018,249417,2021,>10
3469,"Madrid, Comunidad de",34870,1.19,9206838598,264033,2021,>10
3470,"Murcia, Región de",664,1.37,137284881,206754,2021,>10
3471,"Rioja, La",180,1.21,37060053,205889,2021,>10
3472,Total,19628877,1.4,447160135525,22781,2022,Total
3473,Andalucía,3591030,1.5,66446031795,18503,2022,Total
3474,Aragón,608641,1.37,13834747751,22731,2022,Total
3475,"Asturias, Principado de",386613,1.32,9048641151,23405,2022,Total
3476,"Balears,Illes",560623,1.38,12202000908,21765,2022,Total
3477,Canarias,935066,1.37,18325193443,19598,2022,Total
3478,Cantabria,234511,1.31,5167709598,22036,2022,Total
3479,Castilla y León,985301,1.36,21453097460,21773,2022,Total
3480,Castilla - La Mancha,901380,1.41,18228121676,20222,2022,Total
3481,Cataluña,3617777,1.38,92303509578,25514,2022,Total
3482,Comunitat Valenciana,2172648,1.37,45791367015,21076,2022,Total
3483,Extremadura,442425,1.52,7662455465,17319,2022,Total
3484,Galicia,1067825,1.32,23491179571,21999,2022,Total
3485,"Madrid, Comunidad de",3247820,1.36,95637965296,29447,2022,Total
3486,"Murcia, Región de",674066,1.45,13123134398,19469,2022,Total
3487,"Rioja, La",133773,1.37,2843653043,21257,2022,Total
3488,Ceuta,33922,1.32,808734996,23841,2022,Total
3489,Melilla,35456,1.4,792592380,22354,2022,Total
3490,Total,3808458,1.62,11428719762,3001,2022,0-0.5
3491,Andalucía,967355,1.81,2804554053,2899,2022,0-0.5
3492,Aragón,99511,1.58,304128808,3056,2022,0-0.5
3493,"Asturias, Principado de",64628,1.49,188574561,2918,2022,0-0.5
3494,"Balears,Illes",85764,1.46,279665555,3261,2022,0-0.5
3495,Canarias,182239,1.5,555260716,3047,2022,0-0.5
3496,Cantabria,41998,1.48,126884790,3021,2022,0-0.5
3497,Castilla y León,175289,1.52,513869238,2932,2022,0-0.5
3498,Castilla - La Mancha,182103,1.66,540082640,2966,2022,0-0.5
3499,Cataluña,593064,1.53,1827377607,3081,2022,0-0.5
3500,Comunitat Valenciana,429701,1.53,1319011885,3070,2022,0-0.5
3501,Extremadura,124260,1.84,381823904,3073,2022,0-0.5
3502,Galicia,177488,1.5,531917597,2997,2022,0-0.5
3503,"Madrid, Comunidad de",501503,1.53,1495907856,2983,2022,0-0.5
3504,"Murcia, Región de",141073,1.66,440508065,3123,2022,0-0.5
3505,"Rioja, La",26437,1.61,72952245,2759,2022,0-0.5
3506,Ceuta,7638,1.44,20949662,2743,2022,0-0.5
3507,Melilla,8407,1.54,25250581,3004,2022,0-0.5
3508,Total,3353221,1.71,35635656018,10627,2022,0.5-1
3509,Andalucía,719018,1.77,7569830358,10528,2022,0.5-1
3510,Aragón,92740,1.74,988422592,10658,2022,0.5-1
3511,"Asturias, Principado de",59603,1.59,631380569,10593,2022,0.5-1
3512,"Balears,Illes",110138,1.6,1192609674,10828,2022,0.5-1
3513,Canarias,187078,1.64,2020833858,10802,2022,0.5-1
3514,Cantabria,39584,1.57,421812190,10656,2022,0.5-1
3515,Castilla y León,158307,1.65,1682521260,10628,2022,0.5-1
3516,Castilla - La Mancha,154787,1.75,1627897978,10517,2022,0.5-1
3517,Cataluña,543335,1.72,5780058683,10638,2022,0.5-1
3518,Comunitat Valenciana,395198,1.66,4197322443,10621,2022,0.5-1
3519,Extremadura,83723,1.84,871646053,10411,2022,0.5-1
3520,Galicia,181349,1.59,1942303077,10710,2022,0.5-1
3521,"Madrid, Comunidad de",450263,1.69,4809624466,10682,2022,0.5-1
3522,"Murcia, Región de",144994,1.79,1551733642,10702,2022,0.5-1
3523,"Rioja, La",21434,1.71,227705266,10624,2022,0.5-1
3524,Ceuta,5615,1.54,57379182,10219,2022,0.5-1
3525,Melilla,6055,1.72,62574725,10334,2022,0.5-1
3526,Total,4335521,1.36,75265201854,17360,2022,1-1.5
3527,Andalucía,749554,1.35,12932598397,17254,2022,1-1.5
3528,Aragón,136194,1.37,2390687397,17554,2022,1-1.5
3529,"Asturias, Principado de",82182,1.3,1413472330,17199,2022,1-1.5
3530,"Balears,Illes",146205,1.42,2547186390,17422,2022,1-1.5
3531,Canarias,258856,1.33,4452490194,17201,2022,1-1.5
3532,Cantabria,53308,1.28,927949666,17407,2022,1-1.5
3533,Castilla y León,237797,1.32,4148674841,17446,2022,1-1.5
3534,Castilla - La Mancha,225237,1.34,3934877553,17470,2022,1-1.5
3535,Cataluña,700089,1.43,12210415071,17441,2022,1-1.5
3536,Comunitat Valenciana,516543,1.33,8984546513,17394,2022,1-1.5
3537,Extremadura,103048,1.3,1775613801,17231,2022,1-1.5
3538,Galicia,273935,1.28,4752536003,17349,2022,1-1.5
3539,"Madrid, Comunidad de",650129,1.37,11295337594,17374,2022,1-1.5
3540,"Murcia, Región de",162194,1.37,2794971682,17232,2022,1-1.5
3541,"Rioja, La",29720,1.35,520523099,17514,2022,1-1.5
3542,Ceuta,4900,1.33,85651928,17480,2022,1-1.5
3543,Melilla,5630,1.44,97669395,17348,2022,1-1.5
3544,Total,2855435,1.22,69010485532,24168,2022,1.5-2
3545,Andalucía,424232,1.2,10207842913,24062,2022,1.5-2
3546,Aragón,108978,1.21,2639016814,24216,2022,1.5-2
3547,"Asturias, Principado de",63144,1.26,1528659456,24209,2022,1.5-2
3548,"Balears,Illes",88635,1.28,2126450200,23991,2022,1.5-2
3549,Canarias,120720,1.19,2900732225,24029,2022,1.5-2
3550,Cantabria,37608,1.18,903008156,24011,2022,1.5-2
3551,Castilla y León,156346,1.2,3770004583,24113,2022,1.5-2
3552,Castilla - La Mancha,138669,1.21,3340236894,24088,2022,1.5-2
3553,Cataluña,600140,1.25,14610457895,24345,2022,1.5-2
3554,Comunitat Valenciana,315996,1.19,7626708669,24135,2022,1.5-2
3555,Extremadura,52791,1.19,1268973824,24038,2022,1.5-2
3556,Galicia,170998,1.17,4118320304,24084,2022,1.5-2
3557,"Madrid, Comunidad de",458263,1.26,11102403899,24227,2022,1.5-2
3558,"Murcia, Región de",87305,1.19,2102690453,24084,2022,1.5-2
3559,"Rioja, La",22814,1.18,550238990,24118,2022,1.5-2
3560,Ceuta,4082,1.22,99826535,24455,2022,1.5-2
3561,Melilla,4714,1.22,114913722,24377,2022,1.5-2
3562,Total,1645674,1.18,51482379783,31283,2022,2-2.5
3563,Andalucía,229246,1.16,7191356296,31370,2022,2-2.5
3564,Aragón,64804,1.15,2025537243,31256,2022,2-2.5
3565,"Asturias, Principado de",38131,1.19,1194388251,31323,2022,2-2.5
3566,"Balears,Illes",42728,1.21,1332959635,31196,2022,2-2.5
3567,Canarias,60423,1.15,1885196562,31200,2022,2-2.5
3568,Cantabria,19640,1.14,614531474,31290,2022,2-2.5
3569,Castilla y León,87524,1.16,2736439475,31265,2022,2-2.5
3570,Castilla - La Mancha,68415,1.17,2132344543,31168,2022,2-2.5
3571,Cataluña,379820,1.19,11868418383,31247,2022,2-2.5
3572,Comunitat Valenciana,171210,1.15,5353840407,31271,2022,2-2.5
3573,Extremadura,26219,1.16,820414801,31291,2022,2-2.5
3574,Galicia,88407,1.14,2764223982,31267,2022,2-2.5
3575,"Madrid, Comunidad de",305505,1.22,9578340610,31353,2022,2-2.5
3576,"Murcia, Región de",46178,1.14,1442194325,31231,2022,2-2.5
3577,"Rioja, La",11810,1.14,368828816,31230,2022,2-2.5
3578,Ceuta,2898,1.19,89537163,30896,2022,2-2.5
3579,Melilla,2716,1.21,83827817,30864,2022,2-2.5
3580,Total,1298453,1.16,49668429120,38252,2022,2.5-3
3581,Andalucía,207050,1.17,7904485186,38177,2022,2.5-3
3582,Aragón,44215,1.14,1688133645,38180,2022,2.5-3
3583,"Asturias, Principado de",29326,1.13,1123201450,38301,2022,2.5-3
